LIMIT_BAL,AGE,PAY_0,Pay_delay_mean,Pay_delay_max,Pay_delay_std,Bill_mean,Bill_std,Bill_max,Pays_amts_total,Pays_amts_mean,Utilization_1,Utilization_mean,Risk_score,n_months_over_limit,SEX_2,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_2,MARRIAGE_3,default_payment
12.611541086966117,35,-2,-2.0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0
10.819798284210286,37,2,2.0,2,0.0,10.62702247969418,9.327988394162384,10.806206604380188,8400.0,7.244941546337007,0.9535009299814003,0.6013864561970774,3.6492936807930505,0,1.0,0.0,1.0,0.0,0.0,1.0,1
11.289794413577894,23,-1,-0.6666666666666666,0,0.5163977794943223,6.385194398997726,5.439298626537938,6.790097235513905,3258.0,6.298949246855942,0.0055499306258671,0.0073726625100285,-0.6518668516643541,0,0.0,0.0,0.0,0.0,1.0,0.0,0
10.819798284210286,26,-1,-1.0,-1,0.0,6.510754249286102,6.597058719859205,7.639642287858013,3638.0,6.409077789151794,0.0077998440031199,0.0133370628014191,-0.973147203722592,0,1.0,1.0,0.0,0.0,1.0,0.0,0
12.206077645517674,30,-2,-2.0,-2,0.0,11.346707545774777,10.793488233450672,11.792600567020092,218790.0,10.50413559859915,0.2424587877060614,0.3530650374097855,-1.1531525675704954,0,0.0,1.0,0.0,0.0,1.0,0.0,1
12.793862088206213,29,-2,-2.0,-2,0.0,7.637716432664798,8.00655822818709,8.699848026000312,6468.0,6.983789965258135,0.0166693981405607,0.0057445634628445,-1.9884778097838616,0,0.0,0.0,0.0,0.0,1.0,0.0,0
12.611541086966117,32,-2,-2.0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0,1.0,0.0,1.0,0.0,0.0,0.0,1
12.706850963741102,39,0,0.0,0,0.0,11.724166461080754,10.08577644492298,11.963070715365696,24871.0,8.32993949157672,0.4753106808767246,0.3179458902290747,0.7486037921097208,0,1.0,1.0,0.0,0.0,1.0,0.0,0
9.90353755128617,25,0,0.0,0,0.0,9.74811946530243,8.666710774252913,9.906134047477034,21400.0,8.179667066316266,1.0025498725063746,0.6184275134728741,1.712014399280036,1,0.0,0.0,0.0,0.0,1.0,0.0,0
9.90353755128617,23,0,0.0,0,0.0,9.555205857955418,7.079384669582939,9.691469384005336,5700.0,6.85751406254539,0.8088595570221488,0.5340428319542951,1.4116294185290736,0,1.0,0.0,0.0,0.0,1.0,0.0,0
9.90353755128617,50,0,-0.1666666666666666,0,0.408248290463863,9.816312525792972,9.172465891823803,10.492939496757309,13701.0,7.733902461003326,0.9432028398580072,0.6504593034590008,1.6661750245821043,1,0.0,1.0,0.0,0.0,0.0,0.0,0
12.54254845357358,28,1,-0.5,1,1.0488088481701516,8.424748901024957,8.473341049565331,9.384797753713336,23094.0,8.25582842728183,0.0,0.0161456817388269,-0.4674465448337684,0,1.0,1.0,0.0,0.0,1.0,0.0,0
12.54254845357358,35,0,-0.1666666666666666,0,0.408248290463863,11.129077513374511,10.835396642375278,11.5703355138141,121446.0,9.915514932748849,0.0204142128063828,0.2177641272836946,0.319920881234948,0,1.0,0.0,1.0,0.0,1.0,0.0,0
11.918397239722838,31,0,-0.1666666666666666,0,0.408248290463863,8.852140456335132,7.609499205355768,9.285355075781627,24089.0,8.298000159846378,0.0718528543143045,0.0455359017475269,-0.0734895100699328,0,1.0,0.0,0.0,0.0,1.0,0.0,0
12.644330802262578,32,-2,-2.0,-2,0.0,9.77368254165242,10.115236501319698,11.097319107785172,92613.0,9.644490113944256,0.0649610807707072,0.0551120029933111,-1.8866820859717657,0,1.0,0.0,0.0,0.0,1.0,0.0,1
12.04355959836804,30,-1,-0.5,0,0.5477225575051661,9.323445818081456,8.77314478573258,9.889439336810067,37645.0,8.74435532407223,0.0494350033235098,0.0637832772183064,-0.3682772454279681,0,1.0,0.0,0.0,0.0,1.0,0.0,0
11.289794413577894,42,0,0.0,0,0.0,10.87411810010227,10.162108033083165,11.26547641362791,12879.0,7.67205965385841,0.940788240146998,0.506746114763062,1.3197626696332962,0,0.0,1.0,0.0,0.0,1.0,0.0,0
10.819798284210286,25,0,-0.3333333333333333,0,0.5163977794943223,10.085434039,9.472316108310403,10.599505608187757,31288.0,8.559422195633948,0.8022639547209056,0.3919004589578903,0.6262474750504989,0,1.0,1.0,0.0,0.0,1.0,0.0,0
13.122365377402328,39,-2,-2.0,-2,0.0,8.102132189634625,6.915253746484047,8.417372856134026,21337.0,8.176719626815514,0.0088379823240353,0.0065792956875045,-1.9867980264039475,0,1.0,0.0,0.0,0.0,0.0,0.0,0
13.122365377402328,36,-2,-2.0,-2,0.0,9.52769046400605,9.85010584608736,10.84218536032111,69361.0,9.355407059856043,0.102263795472409,0.0270971454621895,-1.9450647765371136,0,1.0,0.0,1.0,0.0,1.0,0.0,0
10.308985993422082,29,1,1.1666666666666667,2,0.9831920802501752,10.22938021275166,7.319327305553587,10.299036995856916,4500.0,6.621405651764134,0.9123362554581514,0.6541188869226849,3.013560659089141,0,1.0,1.0,0.0,0.0,0.0,0.0,1
9.210440366976515,40,1,2.0,3,0.6324555320336759,9.012519316135275,6.818780896095912,9.131513591430211,4104.0,6.529418838262226,0.7228277172282772,0.5990203485851603,3.640669266406693,0,0.0,0.0,1.0,0.0,0.0,0.0,1
9.90353755128617,51,0,-0.3333333333333333,0,0.5163977794943223,9.11439832591975,8.844349547777993,9.61273410155986,12179.0,7.616201496831252,0.4976251187440628,0.3744460353729139,0.5750379147709281,0,0.0,0.0,1.0,0.0,1.0,0.0,0
12.793862088206213,34,-1,-1.0,-1,0.0,8.369157112588834,8.213658811750594,9.048644632975885,20513.0,8.137347095925692,0.0149305140819053,0.0119038341326469,-0.9760500665275932,0,0.0,1.0,0.0,0.0,0.0,0.0,0
11.775297421715829,41,0,0.0,0,0.0,11.178182066380293,9.676748978131071,11.531609820174356,16928.0,7.945319244974168,0.7837247405789186,0.4385060967923778,1.100778711958626,0,1.0,0.0,1.0,0.0,0.0,0.0,0
9.90353755128617,43,0,0.0,0,0.0,9.580374023067897,8.101069901364363,9.79846031466842,10894.0,7.50475859898918,0.4769761511924403,0.5445343331566451,1.4476109527856942,0,1.0,0.0,1.0,0.0,0.0,0.0,0
10.308985993422082,28,0,0.0,0,0.0,9.506498917408791,7.225053292710559,9.690479958409808,5908.0,6.893318231184368,0.5387153761541282,0.3703072539097358,0.8963590102552138,0,1.0,0.0,1.0,0.0,0.0,0.0,1
12.206077645517674,50,3,1.5,3,1.224744871391589,12.104847087657566,8.63801175632187,12.163399981243222,40700.0,8.822371311484769,0.8803805980970095,0.6438096818662207,3.3074392961368524,0,0.0,0.0,0.0,0.0,0.0,1.0,1
11.407576060361786,27,2,1.3333333333333333,2,1.0327955589886446,11.224518685537324,9.784963189928757,11.428445426891756,13068.0,7.68662133494462,1.0024444172842524,0.6057953453628178,2.9987518657200107,3,0.0,0.0,1.0,0.0,1.0,0.0,1
9.90353755128617,44,0,1.0,2,1.095445115010332,9.798173332102955,8.098150529516753,9.919065582499446,16136.0,7.897420380656262,1.015599220038998,0.6418258170064595,2.7998933386664,2,1.0,0.0,1.0,0.0,0.0,0.0,0
12.25486757159303,31,0,0.0,0,0.0,10.678214720088496,7.751602742417735,10.744796084076594,12500.0,7.642204338899188,0.1912705177594392,0.1878569752761459,0.4133218413245651,0,1.0,0.0,0.0,0.0,1.0,0.0,0
12.899222326086994,30,0,0.0,0,0.0,11.981187996050505,9.399890132535395,12.059502328683324,79000.0,9.485519608704186,0.4063489841275396,0.3359725892575382,0.7986013368299912,0,0.0,0.0,0.0,0.0,1.0,0.0,0
11.60824473564232,41,0,0.0,0,0.0,11.33641300266749,10.422384565925896,11.595813352048696,20900.0,8.156032008864598,0.9210461723075244,0.5664344172974523,1.5239467519992242,0,1.0,0.0,1.0,0.0,0.0,0.0,0
9.90353755128617,60,1,0.5,2,0.8366600265340756,9.801740869482536,6.718876128159318,9.867082870642328,5935.0,6.897873279127686,0.8747062646867657,0.6435173309199728,2.306326350349149,0,0.0,0.0,1.0,0.0,0.0,0.0,0
