LIMIT_BAL,AGE,PAY_0,Pay_delay_mean,Pay_delay_max,Pay_delay_std,Bill_mean,Bill_std,Bill_max,Pays_amts_total,Pays_amts_mean,Utilization_1,Utilization_mean,Risk_score,n_months_over_limit,SEX_2,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_2,MARRIAGE_3,default_payment
12.611541086966115,35,-2,-2.0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0
10.819798284210286,37,2,2.0,2,0.0,10.62702247969418,9.327988394162384,10.806206604380188,8400.0,7.244941546337007,0.9535009299814003,0.6013864561970774,3.6492936807930505,0,1.0,0.0,1.0,0.0,0.0,1.0,1
11.289794413577894,23,-1,-0.6666666666666666,0,0.5163977794943223,6.385194398997726,5.439298626537938,6.790097235513905,3258.0,6.298949246855942,0.0055499306258671765,0.007372662510028519,-0.6518668516643541,0,0.0,0.0,0.0,0.0,1.0,0.0,0
10.819798284210286,26,-1,-1.0,-1,0.0,6.510754249286102,6.597058719859205,7.639642287858013,3638.0,6.409077789151794,0.007799844003119938,0.013337062801419167,-0.9731472037225921,0,1.0,1.0,0.0,0.0,1.0,0.0,0
12.206077645517674,30,-2,-2.0,-2,0.0,11.346707545774775,10.793488233450672,11.792600567020093,218790.0,10.50413559859915,0.24245878770606147,0.35306503740978556,-1.1531525675704954,0,0.0,1.0,0.0,0.0,1.0,0.0,1
12.793862088206213,29,-2,-2.0,-2,0.0,7.637716432664798,8.00655822818709,8.699848026000312,6468.0,6.983789965258135,0.01666939814056072,0.005744563462844587,-1.9884778097838618,0,0.0,0.0,0.0,0.0,1.0,0.0,0
12.611541086966115,32,-2,-2.0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0,1.0,0.0,1.0,0.0,0.0,0.0,1
12.706850963741102,39,0,0.0,0,0.0,11.724166461080754,10.085776444922981,11.963070715365696,24871.0,8.32993949157672,0.4753106808767246,0.31794589022907477,0.7486037921097208,0,1.0,1.0,0.0,0.0,1.0,0.0,0
9.90353755128617,25,0,0.0,0,0.0,9.74811946530243,8.666710774252913,9.906134047477034,21400.0,8.179667066316266,1.0025498725063746,0.6184275134728741,1.712014399280036,1,0.0,0.0,0.0,0.0,1.0,0.0,0
9.90353755128617,23,0,0.0,0,0.0,9.555205857955418,7.079384669582939,9.691469384005337,5700.0,6.85751406254539,0.8088595570221488,0.5340428319542951,1.4116294185290736,0,1.0,0.0,0.0,0.0,1.0,0.0,0
9.90353755128617,50,0,-0.16666666666666666,0,0.408248290463863,9.816312525792972,9.172465891823805,10.492939496757309,13701.0,7.733902461003326,0.9432028398580071,0.6504593034590008,1.6661750245821043,1,0.0,1.0,0.0,0.0,0.0,0.0,0
12.54254845357358,28,1,-0.5,1,1.0488088481701516,8.424748901024957,8.473341049565331,9.384797753713336,23094.0,8.25582842728183,0.0,0.016145681738826946,-0.46744654483376846,0,1.0,1.0,0.0,0.0,1.0,0.0,0
12.54254845357358,35,0,-0.16666666666666666,0,0.408248290463863,11.129077513374513,10.835396642375278,11.5703355138141,121446.0,9.915514932748847,0.020414212806382833,0.2177641272836946,0.319920881234948,0,1.0,0.0,1.0,0.0,1.0,0.0,0
11.918397239722838,31,0,-0.16666666666666666,0,0.408248290463863,8.852140456335132,7.609499205355768,9.285355075781629,24089.0,8.298000159846378,0.07185285431430458,0.04553590174752694,-0.07348951006993285,0,1.0,0.0,0.0,0.0,1.0,0.0,0
12.644330802262578,32,-2,-2.0,-2,0.0,9.77368254165242,10.115236501319698,11.097319107785172,92613.0,9.644490113944256,0.0649610807707072,0.05511200299331119,-1.8866820859717657,0,1.0,0.0,0.0,0.0,1.0,0.0,1
12.04355959836804,30,-1,-0.5,0,0.5477225575051661,9.323445818081455,8.77314478573258,9.889439336810069,37645.0,8.74435532407223,0.04943500332350986,0.06378327721830648,-0.36827724542796814,0,1.0,0.0,0.0,0.0,1.0,0.0,0
11.289794413577894,42,0,0.0,0,0.0,10.87411810010227,10.162108033083163,11.26547641362791,12879.0,7.67205965385841,0.9407882401469981,0.506746114763062,1.3197626696332962,0,0.0,1.0,0.0,0.0,1.0,0.0,0
10.819798284210286,25,0,-0.3333333333333333,0,0.5163977794943223,10.085434038999999,9.472316108310403,10.599505608187757,31288.0,8.559422195633948,0.8022639547209056,0.3919004589578903,0.6262474750504989,0,1.0,1.0,0.0,0.0,1.0,0.0,0
13.122365377402328,39,-2,-2.0,-2,0.0,8.102132189634625,6.915253746484047,8.417372856134026,21337.0,8.176719626815514,0.008837982324035352,0.006579295687504558,-1.9867980264039473,0,1.0,0.0,0.0,0.0,0.0,0.0,0
13.122365377402328,36,-2,-2.0,-2,0.0,9.52769046400605,9.850105846087361,10.84218536032111,69361.0,9.355407059856043,0.10226379547240906,0.027097145462189574,-1.9450647765371136,0,1.0,0.0,1.0,0.0,1.0,0.0,0
10.308985993422082,29,1,1.1666666666666667,2,0.9831920802501751,10.22938021275166,7.319327305553587,10.299036995856916,4500.0,6.621405651764134,0.9123362554581514,0.6541188869226849,3.0135606590891415,0,1.0,1.0,0.0,0.0,0.0,0.0,1
9.210440366976517,40,1,2.0,3,0.6324555320336759,9.012519316135277,6.818780896095912,9.131513591430211,4104.0,6.529418838262226,0.7228277172282772,0.5990203485851603,3.640669266406693,0,0.0,0.0,1.0,0.0,0.0,0.0,1
9.90353755128617,51,0,-0.3333333333333333,0,0.5163977794943223,9.11439832591975,8.844349547777993,9.61273410155986,12179.0,7.616201496831252,0.4976251187440628,0.37444603537291393,0.5750379147709281,0,0.0,0.0,1.0,0.0,1.0,0.0,0
12.793862088206213,34,-1,-1.0,-1,0.0,8.369157112588834,8.213658811750594,9.048644632975885,20513.0,8.137347095925692,0.014930514081905329,0.01190383413264698,-0.9760500665275931,0,0.0,1.0,0.0,0.0,0.0,0.0,0
11.775297421715827,41,0,0.0,0,0.0,11.178182066380293,9.676748978131073,11.531609820174356,16928.0,7.945319244974168,0.7837247405789186,0.43850609679237784,1.100778711958626,0,1.0,0.0,1.0,0.0,0.0,0.0,0
9.90353755128617,43,0,0.0,0,0.0,9.580374023067897,8.101069901364363,9.798460314668421,10894.0,7.50475859898918,0.47697615119244036,0.5445343331566451,1.4476109527856942,0,1.0,0.0,1.0,0.0,0.0,0.0,0
10.308985993422082,28,0,0.0,0,0.0,9.506498917408793,7.225053292710559,9.690479958409808,5908.0,6.8933182311843675,0.5387153761541282,0.3703072539097358,0.8963590102552138,0,1.0,0.0,1.0,0.0,0.0,0.0,1
12.206077645517674,50,3,1.5,3,1.224744871391589,12.104847087657566,8.63801175632187,12.163399981243222,40700.0,8.822371311484769,0.8803805980970095,0.6438096818662207,3.3074392961368524,0,0.0,0.0,0.0,0.0,0.0,1.0,1
11.407576060361786,27,2,1.3333333333333333,2,1.0327955589886446,11.224518685537323,9.784963189928757,11.428445426891757,13068.0,7.68662133494462,1.0024444172842524,0.6057953453628178,2.9987518657200107,3,0.0,0.0,1.0,0.0,1.0,0.0,1
9.90353755128617,44,0,1.0,2,1.0954451150103321,9.798173332102957,8.098150529516753,9.919065582499446,16136.0,7.897420380656262,1.015599220038998,0.6418258170064595,2.7998933386664,2,1.0,0.0,1.0,0.0,0.0,0.0,0
12.25486757159303,31,0,0.0,0,0.0,10.678214720088496,7.751602742417735,10.744796084076594,12500.0,7.642204338899188,0.19127051775943923,0.18785697527614592,0.4133218413245651,0,1.0,0.0,0.0,0.0,1.0,0.0,0
12.899222326086994,30,0,0.0,0,0.0,11.981187996050505,9.399890132535395,12.059502328683324,79000.0,9.485519608704186,0.40634898412753967,0.3359725892575382,0.7986013368299912,0,0.0,0.0,0.0,0.0,1.0,0.0,0
11.608244735642321,41,0,0.0,0,0.0,11.33641300266749,10.422384565925897,11.595813352048697,20900.0,8.156032008864598,0.9210461723075245,0.5664344172974523,1.5239467519992242,0,1.0,0.0,1.0,0.0,0.0,0.0,0
9.90353755128617,60,1,0.5,2,0.8366600265340756,9.801740869482535,6.718876128159318,9.867082870642328,5935.0,6.897873279127686,0.8747062646867657,0.6435173309199728,2.306326350349149,0,0.0,0.0,1.0,0.0,0.0,0.0,0
12.429220196836383,49,-1,-1.1666666666666667,-1,0.408248290463863,5.717575796788537,6.4881415513732,7.402451520818244,1771.0,5.6909223589265965,0.000263998944004224,0.0012119271355653602,-1.1642413430346281,0,1.0,0.0,0.0,0.0,0.0,0.0,0
12.429220196836383,26,-1,-1.3333333333333333,-1,0.5163977794943223,7.411153386919331,8.000632004829647,8.905851181208021,2546.0,6.052873175236625,0.029495882016471933,0.0065915349032882415,-1.3201067195731218,0,1.0,0.0,0.0,0.0,1.0,0.0,0
11.289794413577894,27,-1,-1.3333333333333333,-1,0.5163977794943223,7.3077610676428835,7.758028895913487,8.529319371214077,4745.0,6.674350931958866,0.0632492093848827,0.01846367613127604,-1.296062965879593,0,1.0,0.0,0.0,0.0,1.0,0.0,0
11.775297421715827,41,0,0.0,0,0.0,11.478259828352535,10.668517537766688,11.744299056404454,24154.0,8.300694182820695,0.9568464857962631,0.5556125784109717,1.4860167742299417,0,0.0,1.0,0.0,0.0,1.0,0.0,0
11.849404844423074,27,0,0.0,0,0.0,11.639246760535928,9.175233760406398,11.742106752416667,27558.0,8.432506383249043,0.8948007514232041,0.5935748658901934,1.6208979459670527,0,1.0,1.0,0.0,0.0,0.0,0.0,1
11.156264806643742,46,2,2.0,2,0.0,10.160027194468766,7.069356636728508,10.218480757480217,6800.0,7.033800385832796,0.3433665233353809,0.3142645088074454,2.7385037356609194,0,1.0,1.0,0.0,0.0,0.0,0.0,1
11.51293546492023,37,2,2.0,2,0.0,10.246491979301688,7.619661785250587,10.309652415758565,10085.0,7.427639747236474,0.24926750732492675,0.24828264511705372,2.5636443635563646,0,0.0,1.0,0.0,0.0,1.0,0.0,1
11.289794413577894,39,0,0.0,0,0.0,10.618273908199555,7.750827849871616,10.688552802557403,11200.0,7.532445158897175,0.5219059761752978,0.4127178191777011,1.021837227034662,0,1.0,1.0,0.0,0.0,0.0,0.0,0
12.206077645517674,27,1,1.8333333333333333,2,0.408248290463863,11.67101409516868,8.469428746388767,11.72570347924511,25502.0,8.354987938207108,0.5602471987640062,0.46097995802543346,3.0045874770626146,0,0.0,1.0,0.0,0.0,1.0,0.0,0
12.388398368982115,41,0,0.0,0,0.0,11.80853230335148,8.73364532387728,11.86762345602474,32379.0,8.593691162388962,0.5266436389848376,0.44466607399775204,1.1199383891456007,0,1.0,0.0,0.0,0.0,0.0,0.0,0
11.289794413577894,27,-1,-0.5,2,1.224744871391589,8.57750403852034,8.651168045312223,9.466763948525191,26283.0,8.385146410495905,0.012349845626929663,0.06426231457315505,-0.3672558259688421,0,1.0,0.0,0.0,0.0,1.0,0.0,1
11.289794413577894,34,-1,1.6666666666666667,3,1.3662601021279464,8.529648632683584,6.639026694241862,8.701013624333928,3500.0,6.370471596253125,0.053361832977087784,0.061349105157627946,1.7932067515822718,0,1.0,0.0,0.0,0.0,0.0,0.0,1
9.90353755128617,52,1,0.16666666666666666,2,1.3291601358251257,9.511049719796729,9.256134265480293,9.944581510071089,1597.0,5.587872683381498,1.0418479076046199,0.5160069179117328,1.5173158008766228,3,0.0,0.0,1.0,0.0,0.0,0.0,1
10.308985993422082,40,-1,-1.0,-1,0.0,9.78253387068932,9.141923632284643,10.30551341989678,90815.0,9.624886346153843,0.9965001166627779,0.4641513156570262,0.18132728909036366,0,1.0,0.0,1.0,0.0,0.0,1.0,0
10.819798284210286,25,1,0.5,2,0.8366600265340756,10.708056840132494,7.946494422530085,10.817174898540168,13601.0,7.726580175962804,0.8619627607447851,0.6388258580159809,2.2885108964487375,0,1.0,0.0,0.0,0.0,1.0,0.0,0
11.849404844423074,24,1,1.1666666666666667,2,0.9831920802501751,10.729853576882297,7.326000973636009,10.764223290287964,11279.0,7.539470220023581,0.30640495425032677,0.282482902917723,1.8195048606795667,0,1.0,0.0,1.0,0.0,1.0,0.0,1
11.289794413577894,38,-1,-0.8333333333333334,0,0.752772652709081,5.111987788356544,5.202623555038355,5.802118375377063,660.0,4.709530201312334,0.004124948438144523,0.002060350239054719,-0.8292083848951889,0,1.0,0.0,1.0,0.0,0.0,0.0,0
12.301387370778713,32,0,0.0,0,0.0,10.062938447090827,8.669545224334367,10.280072961093643,43209.0,8.882183466958683,0.13114940386634605,0.1013096129224445,0.21323842467382723,0,1.0,1.0,0.0,0.0,0.0,0.0,0
12.948012371209098,57,-1,-1.0,-1,0.0,7.67081712826561,7.15861028448488,8.378620541552298,14119.0,7.763942086786587,0.001585710510213071,0.005091369878044662,-0.9897912941477123,0,1.0,1.0,0.0,0.0,0.0,0.0,0
